"id","id_openstreetmap","nome","latitude","longitude"
278,"4135112","Chiesa di Santa Maria Infraportas",42.953580678119,12.700231937395206

279,"4135129","Museo Archeologico Colfiorito",43.02846817892235,12.891944410933219

280,"4135146","Chiesa di Santa Maria in Campis",42.95004130530739,12.717896433354575

281,"4135163","Centro d'Ateneo per i Musei Scientifici (CAMS)",42.9514099,12.71265249999999

282,"4135232","Complesso di San Francesco - Norcia",42.79307793092094,13.091746531414875

283,"4135285","Parco archeologico di Ocriculum e Antiquarium Casale San Fulgenzio - Otricoli",42.412245211288734,12.468804406362876

284,"4135354","Palazzo dei Priori - Perugia",43.11186905098406,12.388534830044794

285,"4135389","Rocca Paolina",43.10778947831217,12.38842138451887

286,"4135458","Casa Museo di Palazzo Sorbello",43.11271126668679,12.39045175198583

287,"4135526","Museo del Giocattolo di Perugia",43.13017160064824,12.3632214454749

288,"4135578","Chiesa di San Nicola- Otricoli",42.44021322695319,12.550674577755316

289,"4135645","Antiquarium Comunale di Otricoli",42.423273958578775,12.478202125755875

290,"4135662","Collegiata di Santa Maria Assunta - Otricoli",42.423039854892274,12.476650911002825

291,"4135679","Chiesa di San Salvatore - Otricoli",42.422902955895644,12.47811131756359

292,"4135696","Arco di San Damiano",42.63879824601749,12.563515962327617

293,"4135749","Chiesa di San Francesco - San Gemini",42.613071365756,12.546131161281485

294,"4135815","Chiesa di San Gemine - Duomo",42.61195564832125,12.54630024660072

295,"4135832","Abbazia di San Nicolò",42.61300939374828,12.5434626425934

296,"4135849","Area Archeologica del Tempio del Belvedere",42.72252293857287,12.119718414072196

297,"4135866","Piazza San Benedetto - Norcia",42.79227886578381,13.092653924142983

298,"4135881","Chiesa di San Michele Arcangelo - Polino",42.585179543512794,12.84253185894701

299,"4135931","Basilica di San Benedetto",42.79254521657572,13.0933439797038

300,"4135948","Oratorio di San Bernardino",43.11371977561006,12.383206202559272

301,"4135969","GEOLAB - Museo laboratorio di scienze della Terra",42.61025444217545,12.545381157416871

302,"4135986","Palazzo dei Priori - Narni",42.519359686307226,12.515499405551015

303,"4136003","Chiesa e Eremo di Santa Illuminata - Guardea",42.60774172167314,12.295803376627136

304,"4136157","Castello di Guardea Vecchia",42.62538561688086,12.307472334212676

305,"4136174","Chiesa di San Nicolò",42.66957237232718,12.216717612396383

306,"4136243","Chiesa di Santa Maria Assunta - Lugnano in Teverina",42.57472507172554,12.330368944626377

307,"4136312","Chiesa e Convento di San Francesco - Lugnano in Teverina",42.570273050802115,12.331640231712594

308,"4136380","Il Vicus (BORGO ANTICO) Martis Tudertium",42.75094073305413,12.531939933538961

309,"4136448","Chiesa di San Biagio - Porano",42.68653377160966,12.101781084547273

310,"4136518","Catacomba di Villa San Faustino",42.72020768849459,12.539482357790746

311,"4136535","Castello Bufalini - San Giustino",43.54938274941668,12.176800342129352

312,"4136586","Repubblica di Cospaia",43.55901871707692,12.170967482079314

313,"4136603","Palazzo Pubblico - Giano dell'Umbria",42.83478759300776,12.579109040392382

314,"4136654","Museo archeologico nazionale - Orvieto",42.716882942060955,12.114255351376505

315,"4136671","Castello di Montegiove",42.91746396950344,12.1435494356735

316,"4136688","Castello di Carnaiola",42.87860753445951,12.058280149497056

317,"4136722","Chiesa di Santa Maria in Pantano",42.750945215179954,12.531936890757189

318,"4136739","Abbazia di San Faustino",42.73230947496064,12.528949039889087

319,"4136773","Chiesa di San Felice - Massa Martana",42.77657866951637,12.523431409051158

320,"4136807","Museo - Laboratorio dell'Appennino Umbro",42.58523126892467,12.84287063678828

321,"4136892","Castello del Poggio - Otricoli",42.43917947691989,12.545894234221558

322,"4136910","Teatro, location matrimoniale d'eccellenza",42.4220319,12.47765949999996

323,"4136927","Chiesa di San Carlo Borromeo",42.71157495987708,12.934592660743292

324,"4136942","Chiesa dei Santi Filippo e Giacomo",42.840199396434116,12.352663554533308

325,"4136959","Porta Marzia",43.108287225512456,12.388788138293041

326,"4136993","Area archeologica della Guastuglia",43.35013368413906,12.574660662156413

327,"4137027","Chiesa di San Giovanni Battista",42.754661248096234,12.864106359449648

328,"4137042","Pieve di Santa Maria - Pietralunga",43.442091904784135,12.43641303050485

329,"4137213","La ceramica di Orvieto",42.71931757750979,12.11086387266

